Rlx,22226,putativeDNAhelicase,Inc?,pCD1,163,100.0
Rlx,22226,hypotheticalproteinYPCD1.84c,Inc?,pCD1,163,100.0
Rlx,22226,"putativeDNAhelicaseTraI,degenerate",Inc?,pCD,163,100.0
Rlx,22226,conservedhypotheticalprotein,Inc?,CD,152,100.0
Rlx,22226,hypotheticalproteinYPCD1.84c,Inc?,pCD,152,100.0
Rlx,22226,conservedhypotheticalprotein,Inc?,pYPTS01,152,100.0
Rlx,22226,hypotheticalprotein,Inc?,pCD1,152,100.0
Rlx,22226,hypotheticalprotein,Inc?,pCD,152,100.0
Rlx,22226,conservedhypotheticalprotein,Inc?,pCD,152,100.0
Rlx,22226,DNAhelicaseIhomolog,Inc?,pCD1,138,*
Rlx,89723,"TraIDNAprocessingprotein,DNArelaxase",Inc?,pDS1,864,*
Rlx,89243,TraIprotein,Inc?,pET45.,1979,*
Rlx,4623,hypotheticalprotein,Inc?,pMG2200,602,*
Rlx,4623,Rlx,Inc?,pJEG050,442,100.0
Rlx,89247,MultifunctionalconjugationproteinTraI,Inc?,unnamed,1944,*
Rlx,8351,"rlxprotein,putative",Inc?,pSERP,338,86.3
Rlx,8351,relaxase,Inc?,pSWS47,338,86.3
Rlx,8351,"rlxprotein,putative",Inc?,SAP106A,336,86.0
Rlx,8351,relaxaseMobA,Inc?,unnamed,336,86.3
Rlx,8351,proteinrlx,Inc?,pSA-CC072-1,335,100.0
Rlx,8351,Mobilizationprotein,Inc?,SAP016A,335,86.3
Rlx,8351,"rlxprotein,putative",Inc?,SAP018A,335,86.3
Rlx,100,TraI,Inc?,pBK34397,1753,98.2
Rlx,100,TraI,Inc?,pGR-3913,1753,100.0
Rlx,100,TraI,Inc?,pBK30683,1753,98.1
Rlx,100,TraI,Inc?,pBK33689,1753,100.0
Rlx,100,TraI,Inc?,pIT-11C07,1753,*
Rlx,100,TraIprotein(DNAhelicaseI),Inc?,pNJST258N1,1753,98.1
Rlx,100,traI,Inc?,pVGH151,1753,100.0
Rlx,100,traI,Inc?,pUSKPC3,1753,98.1
Rlx,100,oriTnicking-unwinding,Inc?,pKPN4,1753,97.7
Rlx,100,TraI,Inc?,pBK32179,1753,97.7
Rlx,100,oriTnicking-unwinding,Inc?,pKpQIL,1753,100.0
Rlx,100,TraI,Inc?,pGR-1504,1753,100.0
Rlx,100,TraI,Inc?,pIT-12C47,1753,100.0
Rlx,100,TraI,Inc?,pGR-1780,1753,100.0
Rlx,100,traI,Inc?,pKRH,1753,97.1
Rlx,100,traI,Inc?,I,1753,95.1
Rlx,100,TraI,Inc?,pGR-1870,1753,99.9
Rlx,100,TraI,Inc?,pKpQIL-IT,1753,99.7
Rlx,100,MultifunctionalconjugationproteinTraI,Inc?,pPMK1-A,1753,97.7
Rlx,100,TraI,Inc?,pKpQIL-10,1753,100.0
Rlx,100,TraI,Inc?,pKpQIL-Ec,1753,100.0
Rlx,100,oriTnicking-unwinding,Inc?,pKPN3,1753,97.7
Rlx,100,TraI,Inc?,pKpQIL-234,1753,100.0
Rlx,100,TraI,Inc?,pIT-01C03,1753,100.0
Rlx,100,TraIprotein(DNAhelicaseI),Inc?,pNJST258C1,1753,87.1
Rlx,100,TraI,Inc?,pIT-01C22,1753,100.0
Rlx,100,TraI,Inc?,pKF3-94,1753,98.1
Rlx,100,TraI,Inc?,pKDO1,1752,94.2
Rlx,100,MultifunctionalconjugationproteinTraI,Inc?,pKPC2-EC14653,1752,85.6
Rlx,100,TraI,Inc?,pHS08204,1752,94.4
Rlx,100,TraI,Inc?,pKPoxa-48N2,1543,93.7
Rlx,52832,rlxdomainprotein,Inc?,unnamed,136,*
Rlx,784,putativeTraIDNAhelicaseI,Inc?,p1018,719,89.2
Rlx,1728,Hypotheticalprotein,Inc?,pL21533-5,698,91.7
Rlx,1728,"Putativenickase,TraAlikeprotein",Inc?,pH10,689,93.3
Rlx,1728,nickase,Inc?,pLF06,686,91.8
Rlx,1728,nickase,Inc?,pLOOC260-2,686,91.8
Rlx,1728,Hypotheticalprotein,Inc?,pL21535-3,686,92.3
Rlx,1728,nickase,Inc?,pSF118-44,686,92.9
Rlx,1728,"Putativenickase,TraAlikeprotein",Inc?,pLP-ZJ102,686,92.4
Rlx,1728,nickase,Inc?,unnamed2,686,93.1
Rlx,1728,TraA-likenickingenzyme,Inc?,Lp16E,686,91.8
Rlx,1728,hypotheticalprotein,Inc?,2,686,96.9
Rlx,1728,MobA/MobLprotein,Inc?,pLBUC01,686,91.5
Rlx,1728,Nickase,Inc?,LBPp2,686,91.8
Rlx,1728,nickase,Inc?,pWCFS103,686,*
Rlx,1728,Nickase,Inc?,pHN1,658,92.7
Rlx,1728,putativenickase,Inc?,Lp16F,579,94.0
Rlx,37233,NickingenzymeTraA,Inc?,:,675,*
Rlx,44900,hypotheticalprotein,Inc?,pNaval18-131,911,99.9
Rlx,44900,hypotheticalprotein,Inc?,pOIFC143-128,911,99.9
Rlx,44900,hypotheticalprotein,Inc?,pOIFC109-122,911,99.9
Rlx,44900,hypotheticalprotein,Inc?,pOIFC137-122,616,99.8
Rlx,44900,hypotheticalprotein,Inc?,pAB3,300,100.0
Rlx,44900,hypotheticalprotein,Inc?,pAB04-1,300,100.0
Rlx,44900,TraI,Inc?,pD4,272,100.0
Rlx,89471,conjugativerelaxaseTrwC,Inc?,pBPSE01,1089,*
Rlx,1844,oriTnickase,Inc?,SAP014A,665,100.0
Rlx,1844,oriTrelaxaseNes,Inc?,pSX01,665,95.6
Rlx,1844,Nes,Inc?,pGO400,665,100.0
Rlx,1844,oriTnickaseNes,Inc?,pSK41,665,100.0
Rlx,1844,oriTnickase,Inc?,SAP080A,665,100.0
Rlx,1844,oriTnickaseNes,Inc?,pPR9,665,97.0
Rlx,1844,oriTrelaxaseNes,Inc?,pN315G,665,99.8
Rlx,1844,oriTnickase,Inc?,SAP079A,665,100.0
Rlx,1844,oriTrelaxase,Inc?,pLRSA417,665,95.6
Rlx,1844,oriTrelaxaseNes,Inc?,p12-00322,665,91.1
Rlx,1844,oriTnickase,Inc?,SAP082A,665,100.0
Rlx,1844,oriTnickase,Inc?,SAP068A,665,100.0
Rlx,1844,oriTnickase,Inc?,SAP069A,665,100.0
Rlx,1844,oriTnickase,Inc?,pKM01,665,100.0
Rlx,1844,nickingenzyme,Inc?,pLW043,665,100.0
Rlx,1844,oriTrelaxaseNes,Inc?,unnamed,665,*
Rlx,1844,Nes,Inc?,pRM27,665,100.0
Rlx,1844,oriTnickase,Inc?,pSP01,665,93.1
Rlx,1844,oriTnickaseNes,Inc?,pMI,665,100.0
Rlx,1844,TraA,Inc?,p18813-P03,159,*
Rlx,90306,"TrwCprotein,putative",Inc?,pREB5,657,*
Rlx,44106,putativeTraIprotein,Inc?,pD2RT,294,74.2
Rlx,44106,"TraIprotein,putative",Inc?,pGRT1,292,*
Rlx,16391,Acyl-homoserine-lactonesynthase,Inc?,pAoF64/95,207,82.4
Rlx,16391,AutoinducersynthesisproteinTraI,Inc?,pHAMBI1141b,207,86.3
Rlx,16391,autoinducersynthesisprotein,Inc?,pShin-09,207,72.5
Rlx,16391,autoinducersynthesisproteinI,Inc?,p42a,207,79.4
Rlx,16391,rcorf95,ri/ti,pRi2659,207,70.1
Rlx,16391,traI,Inc?,pRiA4b,207,75.0
Rlx,16391,autoinducersynthesisproteinTraI,Inc?,p42a,207,79.4
Rlx,16391,putativeautoinducersynthesisprotein,Inc?,pRL7,204,*
Rlx,5875,hypotheticalprotein,Inc?,pO157,894,70.2
Rlx,5875,DNAhelicaseTraIfamilyprotein,Inc?,AC2901,683,96.3
Rlx,5875,helicaseI,Inc?,pO157,471,100.0
Rlx,5875,DNAhelicase,Inc?,pO157,432,100.0
Rlx,5875,DNAhelicase,Inc?,p0157,432,100.0
Rlx,5875,proteinTraI,Inc?,pO157,432,100.0
Rlx,5875,hypotheticalprotein,Inc?,pO157-WS4202,412,100.0
Rlx,5875,hypotheticalprotein,Inc?,p0157,412,100.0
Rlx,5875,hypotheticalprotein,Inc?,pSRCC,412,100.0
Rlx,5875,hypotheticalprotein,Inc?,p28RC1,412,100.0
Rlx,5875,DNAhelicaseTraIfamilyprotein,Inc?,pCss165Kan,318,96.5
Rlx,434,relaxase,Inc?,pAba3207b,1091,99.9
Rlx,434,TrwCprotein,Inc?,p2ABTCDC0715,1091,99.7
Rlx,434,TrwC,Inc?,pD46-3,1091,100.0
Rlx,434,relaxase,Inc?,unnamed1,1091,99.7
Rlx,434,TrwC,Inc?,pD72-2,1091,100.0
Rlx,434,relaxase,Inc?,pAC30c,1091,99.7
Rlx,434,putativeTraI,Inc?,pAB,1091,99.6
Rlx,434,TrwCprotein,Inc?,ABKp1,1091,99.7
Rlx,434,conjugativerelaxasedomainprotein,Inc?,pOIFC143-70,1091,99.9
Rlx,434,TrwCprotein,Inc?,p1AB5075,1091,99.9
Rlx,434,relaxase,Inc?,pAB04-2,1091,*
Rlx,434,TrwChelicase/relaxase,Inc?,pA105-1,1091,99.9
Rlx,434,TrwC,Inc?,pC13-2,1091,99.9
Rlx,434,TrwC,Inc?,pAb-G7-2,1091,99.9
Rlx,434,conjugativerelaxasedomainprotein,Inc?,pABUH1-74,1091,99.9
Rlx,434,conjugativerelaxasedomainprotein,Inc?,pIS123-67,1091,99.9
Rlx,434,TrwC,Inc?,pA85-3,1091,99.7
Rlx,89246,TrwCrelaxase,Inc?,pMYCCH.02,1946,*
Rlx,20952,TraI2protein,Inc?,pA22732-IMP,150,*
Rlx,258,putativeTrwC/TraIprotein,Inc?,B,1264,*
Rlx,64,putativeDNAhelicase(TraI),Inc?,1.,1980,*
Rlx,1908,Nickase,Inc?,:,656,75.2
Rlx,1908,nickase,Inc?,pWZ1668,654,95.4
Rlx,1908,nickase,Inc?,pWZ7140,654,95.4
Rlx,1908,nickase,Inc?,pWZ909,654,95.4
Rlx,1908,AM19,Inc?,pAMbeta1,654,*
Rlx,64224,multifunctionalconjugationproteinTraI,Inc?,p75,1761,*
Rlx,64228,TraIprotein,Inc?,5,1720,95.8
Rlx,104852,TraI,Inc?,pKPC-LKEc,109,*
Rlx,6538,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex(VirB10),Inc?,genome,379,*
Rlx,6538,TraI,Inc?,pmcr1,379,99.2
Rlx,6538,TraIprotein,Inc?,pCTXM132,379,100.0
Rlx,6538,VirB10,Inc?,pAF23,379,99.2
Rlx,6538,traI,Inc?,R721,379,99.5
Rlx,6538,TraIprotein,Inc?,p1081-CTXM,379,100.0
Rlx,6538,TraIprotein,Inc?,pHN1122-1,379,100.0
Rlx,6538,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex(VirB10),Inc?,pSH146,379,99.2
Rlx,6538,VirB10,Inc?,pHNSHP45,379,99.2
Rlx,6538,InnermembraneproteinVirB10,Inc?,pRM13516,379,99.5
Rlx,6538,TraI,Inc?,pBK15692,379,99.7
Rlx,6538,TraIprotein,Inc?,pHNY2,379,100.0
Rlx,6538,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex(VirB10);VirB10,Inc?,pVT553,379,99.2
Rlx,6538,InnermembraneproteinVirB10,Inc?,pRM12761,379,99.5
Rlx,6538,TraIprotein,Inc?,pCTXM64,379,100.0
Rlx,6538,TraIprotein,Inc?,pHNLDH19,338,100.0
Rlx,1879,MobA,Inc?,pKPC,659,99.1
Rlx,1879,MobA,Inc?,pUR17313-1,659,99.4
Rlx,1879,MobA,Inc?,pKPoxa-48N2,659,99.4
Rlx,1879,mobilizationproteinMobA,Inc?,pARM26,659,99.2
Rlx,1879,MobA,Inc?,pKPoxa-48N1,659,99.4
Rlx,1879,MobA,Inc?,pCAV1321-71,659,99.1
Rlx,1879,mobA,Inc?,pOXA48-Pm,659,99.1
Rlx,1879,mobilizationproteinMobA,Inc?,pIGT15,659,99.2
Rlx,1879,MobA,Inc?,pCAV1335-92,659,99.1
Rlx,1879,putativenickase,Inc?,pNDM-HK,659,100.0
Rlx,1879,MobA,Inc?,pKOI-34,659,99.1
Rlx,1879,MobilizationAprotein,Inc?,6411TF,659,99.1
Rlx,1879,MobA,Inc?,pENT-d0d,659,99.4
Rlx,1879,MobA,Inc?,pKP112,659,99.4
Rlx,1879,MobA,Inc?,pNDM-OM,659,*
Rlx,1879,MobA,Inc?,pRA35,659,99.4
Rlx,1879,MobA,Inc?,unnamed,659,99.4
Rlx,1879,MobA,Inc?,pCAV1374-84,659,99.1
Rlx,1879,mobilityproteinA,Inc?,LM6771,659,99.1
Rlx,1879,MobA,Inc?,pNE1280,659,99.1
Rlx,1879,MobA,Inc?,pOXA-48E1,659,99.4
Rlx,1879,MobA,Inc?,R69,659,99.1
Rlx,1879,MobA,Inc?,pKPN-068,659,99.4
Rlx,1879,MobA,incl/m,pEL60,659,99.2
Rlx,1879,MobA,Inc?,pCAV1492-73,659,99.1
Rlx,1879,MobA,Inc?,R471,659,99.4
Rlx,1879,MobA,Inc?,pCAV1151-83,659,99.1
Rlx,1879,MobA,Inc?,pSEM,659,99.2
Rlx,1879,MobA,Inc?,pCAV1099-69,659,99.1
Rlx,1879,MobA,Inc?,pFOX-7a,659,99.4
Rlx,1879,MobA,Inc?,pENT-e56,659,99.4
Rlx,1879,MobA,Inc?,p34978-70.092kb,659,99.1
Rlx,1879,IncP-typeDNArelaxaseTraI,Inc?,pMRVIM1012,659,99.1
Rlx,1879,MobA,Inc?,pKpn-E1.Nr7,659,99.4
Rlx,1879,MobA,Inc?,pOXA-48,658,99.4
Rlx,1879,MobA,Inc?,pJEG011,658,99.4
Rlx,1879,MobA/NikB,Inc?,pEl1573,658,99.1
Rlx,1879,putativenickase,Inc?,pIMP-HB623,658,99.1
Rlx,1879,putativenickase,incl/m,pCTX-M3,658,99.1
Rlx,1879,putativemobilityprotein,Inc?,pACM1,658,99.2
Rlx,1879,mobilityproteinA,incl/m,pCTXM360,658,99.1
Rlx,1879,MobA,Inc?,R1215,610,99.3
Rlx,1879,hypotheticalprotein,Inc?,pOXAAPSS1,402,99.8
Rlx,1879,hypotheticalprotein,Inc?,pOXAAPSS2,402,99.8
Rlx,1879,hypotheticalprotein,Inc?,pEC743,402,100.0
Rlx,1879,hypotheticalprotein,Inc?,pEC745,402,99.8
Rlx,1879,hypotheticalprotein,Inc?,unnamed2,402,100.0
Rlx,61835,TraIprotein,proma,pMRAD02,56,91.1
Rlx,61835,TraIprotein,Inc?,pXAC47,56,*
Rlx,1632,DNAtopoisomeraseIII,Inc?,SAP079A,700,100.0
Rlx,1632,DNAtopoisomeraseIII,Inc?,p5909-02,700,95.7
Rlx,1632,putativetopoisomeraseTraI,Inc?,pSK41,700,100.0
Rlx,1632,DNAtopoisomeraseIII,Inc?,pSP01,700,97.3
Rlx,1632,DNAtopoisomeraseIII,Inc?,SAP082A,700,100.0
Rlx,1632,DNAtopoisomeraseIII,Inc?,SAP014A,700,100.0
Rlx,1632,DNAtopoisomeraseIII,Inc?,SAP068A,700,100.0
Rlx,1632,TrsI,Inc?,pRM27,700,100.0
Rlx,1632,putativeDNAtopoisomerase/relaxaseproteinTraI,Inc?,pKM01,700,100.0
Rlx,1632,DNAtopoisomeraseIII,Inc?,SAP080A,700,100.0
Rlx,1632,putativerelaxaseTrsI,Inc?,unnamed,700,*
Rlx,1632,TrsI,Inc?,pGO400,700,100.0
Rlx,1632,TrsI,Inc?,pV030-8,700,97.6
Rlx,1632,DNAtopoisomeraseIII,Inc?,pPR9,700,99.4
Rlx,1632,DNAtopoisomerase,Inc?,pI5S5,700,100.0
Rlx,1632,putativerelaxaseTrsI,Inc?,pN315G,700,100.0
Rlx,1632,putativerelaxaseTraI,Inc?,p12-00322,700,98.3
Rlx,1632,putativerelaxaseTrsI,Inc?,pSX01,700,97.7
Rlx,1632,DNAtopoisomeraseIII,Inc?,pLW043,700,100.0
Rlx,1632,DNAtopoisomeraseIII,Inc?,pV605,700,97.6
Rlx,1632,DNAtopoisomeraseIII,Inc?,p18813-P03,542,98.5
Rlx,89618,TrwCrelaxase,Inc?,pMSPYR102,944,100.0
Rlx,89618,ATP-dependentexoDNAse(exonucleaseV)alphasubunit-helicasesuperfamilyImember-likeprotein,Inc?,pMFLV02,944,*
Rlx,654,putativeTraIprotein,Inc?,pNCPPB880-40,989,*
Rlx,67324,putativeTrwCrelaxase,Inc?,pSLA2-M,432,*
Rlx,650,TraI,Inc?,pRH-1238,997,100.0
Rlx,650,TraI,Inc?,pTC2,992,97.3
Rlx,650,TraI,Inc?,p39R861-4,992,97.3
Rlx,650,TraI,Inc?,pSRC119-A/C,992,97.3
Rlx,650,TraI,Inc?,pEcl-Gr4873,992,97.3
Rlx,650,TraI,Inc?,pVC1307,992,97.3
Rlx,650,conjugativerelaxase,inca/c,pP99-018,992,97.3
Rlx,650,conjugativerelaxase,Inc?,p11663,992,97.3
Rlx,650,conjugativerelaxase,inca/c,pP91278,992,97.3
Rlx,650,MobH,Inc?,pKAZ1,992,97.3
Rlx,650,TraI,Inc?,pVCR94deltaX,992,97.4
Rlx,650,Putativehelicase,Inc?,pHS36-NDM,990,*
Rlx,650,TraI,Inc?,p33676,990,100.0
Rlx,650,TraI,Inc?,pNDM-KN,990,100.0
Rlx,650,TraI,inca/c,pAM04528,990,100.0
Rlx,650,TraIprotein,Inc?,pNDM-US-2,990,100.0
Rlx,650,TraI,Inc?,pKP-Gr8143,990,100.0
Rlx,650,TraI,Inc?,pKP-Gr642,990,100.0
Rlx,650,TraI,Inc?,pKP1-NDM-1,990,100.0
Rlx,650,TraI,Inc?,IncA/C-LS6,990,100.0
Rlx,650,TraI,Inc?,pYU39,990,100.0
Rlx,650,TraI,inca/c,pAR060302,990,100.0
Rlx,650,Putativehelicase,Inc?,pNDM-US,990,100.0
Rlx,650,TraI,Inc?,pRMH760,990,100.0
Rlx,650,conjugativerelaxase,Inc?,pHM881QN,990,100.0
Rlx,650,Putativehelicase,Inc?,pNDM15-1078,990,100.0
Rlx,650,TraI,Inc?,pMR0211,990,100.0
Rlx,650,typeIVsecretion-likeconjugativerelaxaseTraI,inca/c,pRA1,987,87.9
Rlx,1358,TraI,incp,pA1,755,94.8
Rlx,1358,TraIprotein,incp,pB4,752,*
Rlx,1358,TraI,Inc?,pBAM1,752,94.7
Rlx,1358,DNArelaxase,incp,pCNB,752,94.7
Rlx,1358,Relaxase/mobilizationnucleasefamilyprotein,incp,pAOVO02,752,98.5
Rlx,1358,TraI,Inc?,pC1-1,752,94.7
Rlx,1358,TraI,Inc?,pLME1,752,94.7
Rlx,1358,TraI,Inc?,pNB8c,752,94.7
Rlx,1358,TraI,Inc?,pAKD26,752,94.7
Rlx,1358,TraI,Inc?,pTB30,752,94.7
Rlx,1358,"DNAprocessingprotein,DNArelaxase",Inc?,pB12,752,97.7
Rlx,1358,TraI,incp,R751,747,84.6
Rlx,1358,TraI,Inc?,R772,746,84.6
Rlx,1358,TraI,incp,pUO1,746,84.5
Rlx,1358,TraI,Inc?,pBHB,746,84.6
Rlx,1358,TraI,Inc?,pAKD29,746,84.6
Rlx,1358,TraI,Inc?,pAKD18,746,84.6
Rlx,1358,TraI,Inc?,pAKD1,746,85.4
Rlx,1358,Relaxase/mobilizationnucleasedomain,Inc?,1,746,84.6
Rlx,1358,TraIDNA-relaxase,incp,pB3,746,82.8
Rlx,1358,TraI,Inc?,pMAB01,746,84.6
Rlx,1358,relaxase/mobilizationnucleasedomainprotein,Inc?,pSEHO0A1,746,85.4
Rlx,1358,Relaxase/mobilizationnucleasefamilyprotein,Inc?,pALIDE02,746,84.5
Rlx,1358,TraI,Inc?,pAKD31,746,84.6
Rlx,1358,proteintraI,Inc?,pBII,746,84.5
Rlx,1358,TraI,Inc?,BRA100,746,84.6
Rlx,1358,TraIprotein,incp,pADP-1,746,84.5
Rlx,1358,DNArelaxase,Inc?,pAAA83,746,84.7
Rlx,1358,TraI,Inc?,pAKD17,746,84.6
Rlx,1358,TraI,Inc?,pAKD15,746,84.6
Rlx,1358,TraI,Inc?,pAKD14,746,84.6
Rlx,1358,Relaxase/mobilizationnucleasefamilyprotein,Inc?,1,746,84.5
Rlx,1358,DNArelaxase,Inc?,pB8.,746,84.7
Rlx,1358,relaxosomestabilizationprotein,incp,pJP4,746,84.6
Rlx,1358,TraI,Inc?,R906,746,84.6
Rlx,1358,TraI,Inc?,pAKD33,746,84.6
Rlx,1358,TraI,Inc?,pW2,746,84.5
Rlx,1358,"TraI:DNAprocessingprotein,DNArelaxase",Inc?,pMBUI8,746,84.5
Rlx,1358,traIprotein,Inc?,pDTC28,746,84.7
Rlx,1358,TraI,incp,pBP136,745,76.2
Rlx,1358,TraIprotein,incp,pKJK5,740,75.8
Rlx,1358,TraIprotein,Inc?,p712,740,75.4
Rlx,1358,TraI,Inc?,pAKD25,740,75.9
Rlx,1358,TraI,Inc?,pAKD16,740,75.9
Rlx,1358,TraI,Inc?,pAKD34,740,75.9
Rlx,1358,DNA-processingprotein,Inc?,pEMT3,634,87.3
Rlx,1358,DNA-processingprotein,Inc?,pYS1,634,91.8
Rlx,1358,DNAprocessingprotein,Inc?,pB1,136,96.3
Rlx,1358,DNAprocessingprotein,Inc?,pRSB223,136,97.8
Rlx,1358,DNAprocessingprotein,Inc?,pDS3,130,97.7
Rlx,1358,DNAprocessingprotein,Inc?,pKSP212,130,97.7
Rlx,469,TraI,Inc?,pKPC-LKEc,109,*
Rlx,64196,proteinTraI(DNAhelicaseI),Inc?,:,1982,*
Rlx,463,TraI,Inc?,pZS50,1080,*
Rlx,463,"TraI,conjugalnickaseandhelicase",Inc?,pHKU1,1080,100.0
Rlx,463,TraI,Inc?,pEC,1079,99.6
Rlx,463,relaxase,Inc?,1205p3,1078,99.6
Rlx,463,relaxase,Inc?,pKPN-b9c,1078,99.6
Rlx,463,TraI,Inc?,pKC394,1078,99.6
Rlx,463,relaxase,Inc?,pKPC-1c5,1078,99.5
Rlx,463,TraI,Inc?,pECN580,1078,99.5
Rlx,463,relaxase,Inc?,pKPC-860,1078,99.5
Rlx,463,relaxase,Inc?,pKPC,1078,99.5
Rlx,463,TraI,incn,R46,1078,99.4
Rlx,463,TraI,Inc?,pKT58A,1078,99.6
Rlx,463,relaxase,Inc?,pKPC-629,1078,99.5
Rlx,463,D-alanyl-D-alaninecarboxypeptidase,Inc?,pMR3-OXA181,1078,99.5
Rlx,463,"TraI,conjugalnickaseandhelicase",Inc?,pKo6,1078,99.5
Rlx,463,traI,Inc?,pLK78,1078,99.8
Rlx,463,traI,Inc?,pVQS1,1078,99.5
Rlx,463,TraIprotein,incn,pMAK2,1078,99.6
Rlx,463,"TraI,conjugalnickaseandhelicase",Inc?,pIMP-1495,1078,99.5
Rlx,463,TraI,Inc?,pNDM-BTR,1078,99.5
Rlx,463,relaxase,Inc?,pKPC-47e,1078,99.5
Rlx,463,TraI,Inc?,pOW16C2,1078,99.5
Rlx,463,TraI,Inc?,pYD626E,1078,99.5
Rlx,463,TraI,Inc?,pH1038-142,1078,99.4
Rlx,463,ATPaseAAA,Inc?,pBZ19,1078,99.6
Rlx,463,TraI,Inc?,pKOX105,1078,99.5
Rlx,463,"TraI,conjugalnickaseandhelicase",Inc?,pIMP-HZ1,1078,99.5
Rlx,463,"conjugalnickaseandhelicase,similartotraIofplasmidF",Inc?,pK18An,1078,99.5
Rlx,463,traI,Inc?,pBK32602,1078,99.5
Rlx,463,"conjugalnickaseandhelicase,similartotraIofplasmidF",Inc?,pE66An,1078,99.5
Rlx,463,TraI,Inc?,pHHA45,1078,99.4
Rlx,463,TraI,incn,pMUR050,1078,99.5
Rlx,463,relaxase,Inc?,pKPC-e4e,1078,99.5
Rlx,463,traI,Inc?,pBK28009,1078,99.5
Rlx,463,TraI,Inc?,pNL194,1078,99.7
Rlx,463,TraI,Inc?,9,1078,99.6
Rlx,463,TraI,Inc?,pCF8698,1078,99.6
Rlx,463,TraI,Inc?,pL2-43,1078,99.4
Rlx,463,TraI,Inc?,pKPC,1078,99.6
Rlx,463,relaxase,Inc?,pKPC-56a,1078,99.5
Rlx,463,TraI,Inc?,pKPC,1078,99.6
Rlx,463,TraI,Inc?,12,1078,99.5
Rlx,463,traiprotein,Inc?,pQNR2078,1076,99.3
Rlx,463,TraI,Inc?,pBK31551,1076,99.3
Rlx,463,traI,Inc?,pLK75,1072,100.0
Rlx,463,hypotheticalprotein,incn,pLEW517,232,100.0
Rlx,463,hypotheticalprotein,Inc?,pKPC-LKEc,122,91.8
Rlx,99,TraI,Inc?,pAPEC-O1-ColBM,1763,97.8
Rlx,99,oriT-specificrelaxase;helicase,Inc?,pMAR7,1763,97.9
Rlx,99,TraI,Inc?,pEC,1757,98.1
Rlx,99,TraI,Inc?,pEC,1757,*
Rlx,99,nickase,Inc?,pO111,1756,97.7
Rlx,99,TraI,Inc?,pKF3-140,1756,96.6
Rlx,99,TraIprotein,Inc?,pMC-NDM,1756,98.4
Rlx,99,TraI,Inc?,pYD786-2,1756,98.7
Rlx,99,TraI,incf,p1658/97,1756,97.3
Rlx,99,TraI,Inc?,pHK17a,1756,96.8
Rlx,99,OriTnickingandunwindingproteinTraI(DNAhelicaseI),Inc?,pECOS88,1756,98.4
Rlx,99,TraI,Inc?,pDB4277,1756,98.2
Rlx,99,TraI,Inc?,pAPEC-O2-ColV,1756,98.3
Rlx,99,TraIprotein,Inc?,pTC1,1756,96.6
Rlx,99,MultifunctionalconjugationproteinTraI,Inc?,p3PCN033,1756,97.7
Rlx,99,TraIprotein,Inc?,pHeBE7,1756,98.4
Rlx,99,DNAhelicaseI,incf,R100,1756,96.6
Rlx,99,multifunctionalconjugationproteinTraI,Inc?,:,1756,96.6
Rlx,99,w0095,Inc?,pSFO157,1756,98.1
Rlx,99,TraI,incf,pC15-1a,1756,96.6
Rlx,99,MultifunctionalconjugationproteinTraI,Inc?,pEcoV282,1756,96.6
Rlx,99,TraI,Inc?,pGUE-NDM,1756,98.4
Rlx,99,TraI,incf,pIP1206,1756,97.0
Rlx,99,proteinTraI,Inc?,pAPEC-O78-ColV,1756,98.5
Rlx,99,traI,Inc?,pFAM22871,1756,97.8
Rlx,99,MultifunctionalconjugationproteinTraI,Inc?,pECOS88like,1756,98.4
Rlx,99,traI,incf,F,1756,97.7
Rlx,99,TraI,Inc?,pCERC3,1756,97.7
Rlx,99,TraI,Inc?,pXZ,1756,96.6
Rlx,99,Multifunctionalconjugationprotein,Inc?,pSBLT,1756,86.3
Rlx,99,TraI,Inc?,pAPEC-O2-R,1756,98.6
Rlx,99,TraI,Inc?,pEG430-2,1756,96.7
Rlx,99,DNAhelicaseI,Inc?,p1ESCUM,1756,96.6
Rlx,99,TraIprotein,Inc?,pECSF1,1756,96.6
Rlx,99,DNAhelicaseI,Inc?,pAA,1756,98.2
Rlx,99,TraIprotein(DNAhelicaseI),incf,pO86A1,1756,96.1
Rlx,99,DNAhelicaseI,Inc?,pUTI89,1756,96.6
Rlx,99,TraI,Inc?,pKF3-70,1756,96.6
Rlx,99,TraI,Inc?,pVM01,1756,97.7
Rlx,99,TraI,Inc?,pEC958,1756,96.6
Rlx,99,DNAhelicaseI(TraI)(EC3.6.1.-),Inc?,unnamed,1756,96.6
Rlx,99,oriT-specificrelaxase;helicase,Inc?,pMAR2,1756,97.9
Rlx,99,putativeTraIprotein,Inc?,pO103,1755,97.9
Rlx,99,TraI,Inc?,pSal6919a,1752,88.6
Rlx,99,TraI,Inc?,pSal8934b,1752,88.6
Rlx,99,['orfX64'],Inc?,pSG,1752,88.0
Rlx,99,proteinTraI(DNAhelicaseI),Inc?,pETN48,1706,94.3
Rlx,99,MultifunctionalconjugationproteinTraI,Inc?,pCTXM15,1706,94.3
Rlx,99,MultifunctionalconjugationproteinTraI,Inc?,pI1-34TF,1706,94.2
