"Sfx","Eex","Rep","Ori","Ssb","ParA","ParB","ParC","Rlx","Nic","Dtr","Pri","Cpl","TivFA","Nac","TivFF","TivFG","TivFH","TivFI","TivFN","TivFU","TivFW","TivFC","DsbC","MpfPL-O","Slt","TivB2","TivB3","TivB4","TivB5","TivB6","TivB7","TivB8","TivB9","TivB10","TivB11","Pep"
"pASP-a58",3,1,1,0,0,0,0,0,2,3,0,3,4,1,1,0,0,1,1,0,1,1,2,1,0,1,0,1,1,0,2,1,1,1,0,1,1
"pSTY1-1896",0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"pAPEC1990",0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p6234-178.193kb",3,2,1,0,0,0,0,0,1,2,1,3,3,1,1,0,0,1,1,0,1,1,2,1,0,1,0,1,1,0,2,1,1,1,1,1,1
"pNDM10469",0,0,3,0,0,1,0,1,4,6,0,0,0,5,0,0,0,2,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0
"p39R861-4",0,2,1,0,0,1,0,0,1,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"pCFSAN007426",0,1,4,0,1,1,0,0,1,2,0,0,1,3,2,0,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
"pR148",1,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"pNDM102337",1,0,0,0,0,0,0,0,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pVC1307",2,0,1,1,1,0,0,0,1,1,1,2,1,1,0,0,0,1,0,0,1,2,2,1,0,0,1,0,1,0,1,1,0,0,1,0,1
"pSAN1-1736",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCVM21538",0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKAZ2",0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCAV1193-166",0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p11663",0,1,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pEcl-Gr4873",0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"pVCR94deltaX",0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"pSCEC2",1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKOX-86d",10,2,6,6,5,1,1,0,10,34,4,10,8,27,5,0,3,6,1,2,8,6,11,8,1,0,4,5,3,2,3,2,1,1,2,0,2
"pCVM22425",1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"pGPN1",3,0,0,3,3,0,0,0,0,6,0,3,3,3,3,0,0,0,0,0,3,6,4,1,0,0,1,3,3,0,0,0,0,0,0,0,1
"pP99-018",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKP-Gr8143",1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"pNDM-EcoGN568",1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"p6409-202.186kb",0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKHM-1",1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"pCFSAN007428",0,0,0,0,3,0,1,0,2,3,1,1,0,2,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"pKAZ4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCFSAN000405",1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1
"pCFSAN000934",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pNDM-SAL",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pNDM-1",0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCVM21550",5,2,6,1,0,2,1,0,2,4,1,3,3,7,4,2,0,2,0,2,1,2,3,2,0,2,1,2,1,0,2,2,2,0,1,2,1
"pNDM10505",1,0,0,0,1,0,1,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"4",3,0,2,1,0,0,0,0,0,1,0,1,1,1,1,0,2,2,1,0,1,2,3,2,0,0,1,1,1,0,1,1,0,0,0,0,1
"pSN254b",1,0,0,0,0,0,1,0,2,2,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pIMP-PH114",0,0,1,0,0,0,1,0,1,1,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"pYR1",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pMRVIM0912",0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pRM12581",0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p35734-141.404kb",0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"pRA1",2,0,0,0,0,0,0,0,1,2,1,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"pRAx",1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pRM13514",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2964TF",0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pHS36-NDM",0,1,2,0,1,1,0,0,0,2,0,0,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
"pNDM-US",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pEA1509",0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"pSN254",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pIP1202",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pAM04528",0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pAhD4-1",1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"pIL6",0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pVF22",0,1,4,0,2,1,0,0,1,2,0,0,1,2,2,0,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"pMK03",0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pAF22",0,1,0,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pLG42",0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"pMRC01",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pNZ4000",0,1,0,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pYWC2-8-5",0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"pBMB46",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBMB47",0,0,2,1,0,0,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pYC4",1,0,4,1,0,1,2,0,1,2,1,2,0,3,1,1,0,1,1,1,1,1,2,2,0,1,0,1,0,1,1,1,1,1,1,1,1
"unnamed7",1,1,4,1,0,1,2,0,1,2,0,1,1,3,1,1,0,2,1,1,1,1,3,2,0,1,0,1,0,1,1,1,1,1,1,1,1
"pBMB165",0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pAcX50d",1,1,0,0,1,0,1,0,2,1,1,0,0,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"pNGX2-QnrS1",0,2,4,0,1,1,0,0,1,2,0,0,1,3,2,0,1,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
"pUMNturkey7",2,2,7,0,1,3,1,0,2,4,0,0,2,6,4,1,1,4,1,2,3,2,2,2,0,1,0,1,1,2,0,1,2,1,2,2,2
"pYD786-4",1,1,4,1,0,1,2,0,1,2,1,1,1,3,1,1,0,2,1,1,1,1,3,1,0,1,0,1,0,1,1,1,1,1,1,1,1
"pEBG1",2,1,4,1,0,1,2,0,1,2,0,1,1,3,1,1,0,1,1,1,2,1,3,2,0,1,0,1,1,1,1,1,1,1,1,1,1
"pUMNturkey5",2,1,4,1,0,1,2,0,1,2,0,1,1,3,1,1,0,1,1,1,2,1,3,2,0,1,0,1,1,1,1,1,1,1,1,1,1
"pBK31567",0,0,0,0,0,0,0,0,2,4,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCHQ1",0,0,0,0,0,0,0,0,2,4,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pRMAN01",2,1,4,1,0,1,2,0,1,2,0,1,1,3,1,1,0,1,1,1,2,1,3,2,0,1,0,1,1,1,1,1,1,1,1,1,1
"pENTE01",2,1,4,1,0,1,2,0,1,2,0,1,1,3,1,1,0,2,1,1,2,1,3,2,0,1,0,1,1,1,1,1,1,1,2,1,1
"pR2",0,0,3,0,0,0,1,0,1,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"pECO-b75",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pSULKU01",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pAtS4a",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCAV1193-78",2,0,0,1,2,0,1,0,2,1,1,1,0,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,0,0
"pCFSAN001992",0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"pPWD4",0,0,1,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"pCJDM67",0,2,3,0,0,0,0,0,2,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"pRM1875",2,0,3,0,0,1,1,0,1,1,0,1,1,3,1,1,0,1,1,1,2,1,3,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"pOR12Vir",2,1,0,1,3,1,1,0,2,1,0,1,1,0,1,0,1,0,1,1,1,1,4,3,1,1,1,2,0,1,1,1,0,1,0,0,0
"pVir",1,0,0,0,2,0,1,0,2,1,1,0,0,2,1,0,3,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"pCj2",1,0,1,1,1,0,0,0,3,2,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0
"pQA549",2,1,4,1,3,1,2,0,1,0,0,1,1,1,1,0,1,2,2,1,1,2,3,3,1,1,2,2,0,1,1,1,1,1,1,0,0
"pIL4",0,0,2,0,0,0,0,0,1,3,0,1,1,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"pSK11L",4,0,2,1,1,0,0,0,0,2,0,2,1,1,1,0,0,1,0,0,1,2,2,1,0,0,1,1,1,0,1,1,0,0,0,0,1
"pLCK2",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKLE02",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pNDM-GJ01",1,0,1,1,1,0,1,0,2,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,1,0,0
"pMOC1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"TY474p2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pGIAK1",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"pLS25-1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKCA54",4,0,2,1,1,0,0,0,0,2,0,2,1,1,1,0,0,1,0,0,1,2,2,1,0,0,1,1,1,0,1,1,0,0,1,0,1
"pLokhon02",1,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"pCT83",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pIS56-85",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pHS18-4",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBWB402",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pAM65-52-5-100K",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pZL1",2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"pSINAC01",0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pTB1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pDSHI01",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pNS6002",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"p2ESCUM",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pMP-R124",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pSLG231",0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pLM19O1",0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pPag1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pRahaq202",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pRUNSL02",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pASTEX02",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pLST424C-61",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pRCB133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pMJ100",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pALH1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p03",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pRML02",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBFH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"pBCN",2,2,1,0,0,0,0,0,2,1,0,0,6,2,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"pBGN",1,0,0,0,0,0,0,0,4,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBTZ",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBGM",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pF837",0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pHS18-3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBFQ",2,1,3,0,0,1,0,0,5,3,1,3,2,7,2,0,0,1,1,1,4,1,3,1,0,0,0,1,1,2,1,2,1,1,2,1,1
"pLVP1401",0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pVT745",0,0,0,0,0,0,0,0,2,3,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S57",0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pS23A",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBpOF4-02",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pHsw2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"pNF2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pXap41.",1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pAMBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pNOR-2000",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pGES-GZ",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pKLC102",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pXAG81",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pXF-P4.OLS0478",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pXFAS01",2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"pXF-P4.COF0407",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pXF-P4.OLS0479",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pXF-RIV5",2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,2,1,2,1,0,0,0,1,1,1,1,1,1,2,1,1,1
"pSLIN02",1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"pCAV1411-34",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCAV1311-34",1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"p34399-43.500kb",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCAV1669-34",4,0,2,1,1,0,0,0,0,2,0,2,1,1,1,0,0,1,0,0,1,2,2,1,0,0,1,1,1,0,1,1,0,0,0,0,1
"pKPC-f91",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p34977-43.621kb",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p35734-109.753kb",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCAV1344-40",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pCAV1374-34",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"p34983-43.621kb",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pAS9A-2",1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBMB69",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBMB28",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBMB53",2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"pIS56-63",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unnamed6",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pBMB65",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pKK4",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
